DAY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
11/12/1996,2.510941459,2.388107322,2.292707551,2.178613934,2.208090549,2.013098787,2.011893621,2.014240153,1.97298386,2.075069922,1.615909836,1.567411556,1.479962131,1.747339799,1.90645725,1.714935981,1.660397445
11/13/1996,0.997436976,1.582043106,1.488791431,1.538399063,1.419038156,1.550963787,1.540326468,1.541998459,1.493973273,1.346650333,1.442485275,1.405505074,1.341162984,1.37542861,1.294280634,1.204037441,1.366362735
11/14/1996,0.804798931,1.231298649,1.191877663,1.234052381,1.10690954,1.275125668,1.222759495,1.224207935,1.11722618,1.080102627,1.187950128,1.240191835,1.237186082,1.196180977,1.164114347,1.078193047,1.321848735
11/15/1996,0.5358556,0.899927694,0.868644236,0.902820294,0.816768489,0.939721122,0.864406686,0.865411056,0.786003922,0.754086697,0.834207321,0.862833912,0.858213726,0.837746924,0.808042347,0.769365838,0.91498668
11/16/1996,1.068152322,1.69646677,1.708202919,1.753975284,1.63162908,1.755038346,1.486184801,1.487700945,1.383647853,1.463824225,1.468084775,1.572407705,1.573445288,1.518983786,1.536206747,1.623868793,1.751138122
11/17/1996,0.512238897,1.16936272,1.110414664,1.137103449,1.000483654,1.155609323,0.99770786,0.998616386,0.894880078,0.828726452,0.947021092,1.017493914,0.997058092,0.956397041,0.900163305,0.861150665,1.074681685
11/18/1996,0.340709537,0.861935508,0.796781248,0.876227935,0.706417567,0.906399909,0.792269466,0.793065355,0.716065213,0.623818735,0.79030867,0.888111199,0.835114287,0.751330213,0.630171268,0.626226021,0.914438326
11/19/1996,0.979686621,1.643153316,1.86764156,1.827191554,1.894240672,1.7727709,1.461353766,1.462417799,1.588448967,1.603650056,1.309332625,1.460030825,1.333122885,1.404283774,1.57802358,1.513127928,1.243458651
11/20/1996,1.041036063,1.595156644,1.686271071,1.71650998,1.651104426,1.585282741,1.287092582,1.288672004,1.447032935,1.444177193,1.21019938,1.204591741,1.114007674,1.195758185,1.297723736,1.374765598,1.020051572
11/21/1996,1.091642503,1.636631939,1.635014713,1.696341921,1.612614426,1.580429694,1.264952832,1.266569226,1.371806355,1.400680914,1.255924004,1.214620585,1.128485875,1.17842486,1.260722468,1.453021761,1.104350214
11/22/1996,0.556081114,0.60452781,0.608269367,0.638403454,0.594888133,0.633104113,0.558550088,0.559227845,0.524249466,0.614788185,0.571610635,0.688077088,0.708275444,0.614356004,0.681895411,0.638520601,0.812480586
11/23/1996,0.718802894,0.863520838,0.889102585,0.924931601,0.860916426,0.986433525,0.844069429,0.845165807,0.711142679,0.777181504,0.858720948,0.991440478,1.053535312,0.961631101,0.972704912,0.904055332,1.176134981
11/24/1996,1.0900221,1.695869429,1.621613816,1.710122445,1.468977282,1.734257394,1.636121554,1.637681632,1.540928629,1.507797939,1.610645336,1.676672055,1.730929873,1.631961772,1.591941934,1.336237801,1.879634732
11/25/1996,0.535952575,0.906053515,0.866117747,0.923037207,0.82316624,0.974228447,0.948723273,0.950317081,0.879265006,0.795856032,0.934971243,0.990914182,0.973309229,0.949027351,0.883937074,0.696513078,1.021272345
11/26/1996,0.858457084,1.243075344,1.225066127,1.297203956,1.205524904,1.254116908,1.120554267,1.122551717,1.128415593,1.208263816,1.084010963,1.108802796,1.125473918,1.119733534,1.205298019,1.266847368,1.163210812
11/27/1996,0.943914244,1.270614134,1.203618778,1.296618867,1.146049394,1.464493333,1.427874814,1.429734969,1.175160389,1.083928869,1.372197725,1.439881321,1.519069308,1.414229891,1.248022653,1.092409152,1.797719344
11/28/1996,1.124324358,1.762270146,1.64863632,1.756084827,1.562183841,1.828852485,1.715957494,1.717913271,1.565488597,1.420373744,1.675364495,1.736737898,1.753659564,1.673517238,1.581783221,1.403544077,1.890928093
11/29/1996,0.445441561,0.878945073,0.842457656,0.907648334,0.774229288,0.976232135,0.966304997,0.968089014,0.838485977,0.800547875,0.905579675,0.928236866,0.925739777,0.901549629,0.821504687,0.736313678,0.998469435
11/30/1996,0.649526101,1.349438019,1.274237118,1.378256393,1.176584874,1.477976892,1.414898232,1.416432244,1.189490417,1.084596261,1.363047711,1.371319385,1.350747416,1.303231372,1.122784307,0.99176957,1.510698901
12/01/1996,1.090316554,1.693726511,1.652762457,1.817684466,1.683142155,2.000892655,1.984552684,1.986739869,1.576739599,1.449239581,1.949807627,2.105001282,2.023067194,1.968205528,1.77719763,1.639482982,2.227155982
12/02/1996,0.383692268,0.807080181,0.816407315,0.963005832,0.805168569,1.251938758,1.286568556,1.28797864,0.860839882,0.797213925,1.388868381,1.716984326,1.632162042,1.40459304,1.127896331,1.017765594,1.949721132
12/03/1996,0.236999657,0.565203521,0.570870286,0.674745061,0.574056244,0.804682581,0.871661989,0.873002438,0.589128419,0.558126977,0.901075421,1.03126394,1.028946744,0.948322423,0.774658432,0.65976743,1.156969902
12/04/1996,0.873265839,1.270900051,1.356767946,1.362721863,1.344012567,1.619839499,1.963678687,1.965716013,1.395918912,1.370027939,2.042036233,2.494559038,2.614751216,2.232079287,1.953052737,1.593531979,3.13983082
12/05/1996,1.306551887,1.83845834,1.80287197,1.923932651,1.788922435,2.036019162,2.040592685,2.042983636,1.797494974,1.662964938,1.955311811,2.060467647,1.977142964,1.913005874,1.763271613,1.595259051,2.144535017
12/06/1996,0.351996284,0.802655449,0.833846432,0.950283783,0.840788099,1.068239366,1.141285672,1.142772981,0.830763616,0.75343421,1.088468085,1.241002003,1.201196233,1.108457432,0.982994128,0.867689782,1.378564812
12/07/1996,0.364343416,0.795787733,0.82625985,0.892298118,0.842053692,1.010902169,1.035191263,1.036759761,0.749322728,0.69757537,0.997264925,1.113219058,1.112185755,1.031332007,0.925476377,0.838503191,1.273785401
12/08/1996,0.390177643,0.68560379,0.685011658,0.762353612,0.690337964,0.856268467,0.790947087,0.792464879,0.602932872,0.534287688,0.753509111,0.831166298,0.787106368,0.748467396,0.670017355,0.655010414,0.8853474
12/09/1996,0.137532683,0.364959899,0.357860078,0.410111241,0.353995002,0.522387459,0.512165736,0.513468956,0.342100195,0.297815214,0.48708993,0.573621934,0.529163964,0.478459907,0.392193221,0.365733535,0.664281327
12/10/1996,0.484590091,1.010014838,1.018105522,1.063332963,1.008499897,1.18640863,1.163497611,1.165055146,0.879709415,0.824092921,1.123219553,1.25925562,1.221541987,1.153501431,1.064320368,0.967142052,1.39228515
12/11/1996,0.385513132,0.809738681,0.843533572,0.932323225,0.830746393,1.056564447,1.102277304,1.103838419,0.817632125,0.737304756,1.03699267,1.154392871,1.110792625,1.045088973,0.926765813,0.848494756,1.264840397
12/12/1996,0.174166201,0.527024617,0.508741198,0.587821203,0.49770578,0.682126497,0.667331301,0.668598934,0.442830017,0.378870415,0.633186025,0.720086608,0.670076436,0.614435841,0.492634331,0.483737934,0.821294653
12/13/1996,0.244898124,0.751271012,0.77788939,0.928788009,0.791757757,1.110848793,1.292421086,1.294132791,0.858117304,0.803843859,1.32402511,1.593557378,1.552458493,1.380990679,1.118777943,0.943579869,1.829962672
12/14/1996,0.575720372,0.960971785,0.981185691,1.075114546,1.005975256,1.128403077,1.255852349,1.258077484,1.107591784,1.069147614,1.21266175,1.263645328,1.209545213,1.193117899,1.136433751,1.013231699,1.283566574
12/15/1996,0.645213978,0.588214067,0.558391293,0.550949923,0.586357522,0.654640262,0.644306812,0.645857396,0.460871621,0.455311882,0.646000805,0.779266743,0.833198308,0.738035849,0.69729363,0.703784627,0.972599441
12/16/1996,1.844801547,1.667705886,1.742745939,1.679041016,1.801575212,1.76846492,1.327653186,1.329767162,1.188884316,1.33081335,1.344575894,1.557961009,1.645480946,1.523083192,1.626073219,2.190197916,1.820459471
12/17/1996,1.059815547,1.231117101,1.250007544,1.309831293,1.281814366,1.3761009,1.400293632,1.402639389,1.205333037,1.269635073,1.437006162,1.609568558,1.667428006,1.576008885,1.56760331,1.357194093,1.797986771
12/18/1996,1.222648138,1.286145694,1.303826526,1.323302109,1.340952849,1.396596944,1.266152174,1.269068229,1.076157163,1.099786589,1.246173917,1.377940373,1.397895328,1.326174063,1.308785061,1.340179159,1.516658787
12/19/1996,2.201798463,1.982065352,2.038796381,2.023196758,2.118003401,2.101621001,1.503924264,1.506400329,1.361201745,1.467001563,1.462031599,1.700219987,1.749753261,1.632781334,1.750883057,2.185705175,1.967454271
12/20/1996,1.655751202,1.499740754,1.548198348,1.5381865,1.605929189,1.509178451,1.457401723,1.459594895,1.397142703,1.503481058,1.41650862,1.481330741,1.471552791,1.426958607,1.53573301,1.591014589,1.563703417
12/21/1996,0.444222762,0.854946397,0.884048767,0.947521443,0.873332292,1.022384502,1.004597981,1.006160777,0.797722828,0.757495413,0.958479228,1.075303454,1.030870623,0.980909913,0.908200527,0.91083058,1.158744548
12/22/1996,0.389560939,0.683514462,0.699561161,0.700231982,0.680213711,0.790280978,0.799448359,0.800758101,0.557575252,0.524528492,0.765241213,0.887148914,0.882352648,0.812050427,0.728800799,0.667686183,1.035703071
12/23/1996,0.174065581,0.326255163,0.31752882,0.355316245,0.314397267,0.412413625,0.460550312,0.461908768,0.347287157,0.322827811,0.460458475,0.523603518,0.500536927,0.452540239,0.374695673,0.312416699,0.616868117
12/24/1996,0.466780316,0.759849058,0.731769072,0.826188429,0.731771826,0.850794858,0.776843505,0.778106986,0.705293676,0.619278904,0.746889952,0.804885457,0.706211387,0.672338043,0.53676353,0.728666385,0.779095594
12/25/1996,0.255059577,0.524867557,0.502357435,0.590979795,0.513361962,0.722596398,0.831424583,0.833143495,0.584105753,0.501021308,0.80161685,1.068620163,0.999356491,0.89736068,0.697744849,0.493610981,1.214394162
12/26/1996,0.451480465,0.628325589,0.608163403,0.698684323,0.621342303,0.753612768,0.942730273,0.944652098,0.826340545,0.760283167,0.933436799,1.013190347,0.967646907,0.924557868,0.835439714,0.532326247,1.053780435
12/27/1996,0.878780897,1.205624343,1.199509629,1.30501522,1.182005382,1.390237275,1.568905555,1.570909104,1.392128148,1.274174513,1.524065058,1.661749569,1.585779292,1.514578959,1.375348054,1.020573217,1.731859136
12/28/1996,0.432813155,0.815621168,0.816488755,0.927514825,0.831133184,0.937485564,0.911481313,0.913096379,0.861403057,0.784288846,0.824173451,0.7881651,0.687227708,0.71789459,0.645038845,0.767415552,0.685745516
12/29/1996,1.437469634,2.011628677,2.134974919,2.293871259,2.285278167,2.561540508,2.652899648,2.656356643,2.247452877,2.203255051,2.656156117,2.897224409,2.994511375,2.81499768,2.624829622,2.238846184,3.23347763
12/30/1996,0.645137709,0.987252,0.950632259,1.044959579,0.929967117,1.206236627,1.253558433,1.25583954,0.981399287,0.888500703,1.283022667,1.435295342,1.378394526,1.268930986,1.096176269,0.786944199,1.560394812
12/31/1996,0.3510171,0.79778695,0.788621504,0.944222912,0.780921064,1.144478277,1.10645169,1.108533484,0.757276811,0.700004812,1.040887786,1.268181403,1.233588171,1.111987805,0.858740023,0.769514925,1.48632041
01/01/1997,0.615053391,1.009579111,0.967765101,1.021446127,0.923875304,1.115569807,1.204275328,1.207264237,1.021043136,0.973903493,1.176949155,1.290503736,1.260205851,1.203135406,1.095797319,0.862322038,1.374694089
01/02/1997,0.209551756,0.426472242,0.405534596,0.49023642,0.382812135,0.591400761,0.667713837,0.669450186,0.475022172,0.42651532,0.544240325,0.603844153,0.559615169,0.545965259,0.493735527,0.347996277,0.620013977
01/03/1997,0.32053852,0.573755004,0.562625951,0.590445521,0.525865686,0.623690905,0.610895485,0.612505979,0.542898703,0.497579338,0.536229708,0.524353886,0.499543347,0.519754469,0.50061095,0.485921025,0.510431134
01/04/1997,0.432619538,0.829970281,0.850000255,0.919674519,0.832970399,0.936084009,0.988062636,0.989976335,0.918919523,0.887110357,0.928914318,0.929355902,0.890379405,0.883476895,0.851856176,0.754305856,0.926489629
01/05/1997,0.283578887,0.430572586,0.432658368,0.434428561,0.436365752,0.426316623,0.341064353,0.342007774,0.324253702,0.363859945,0.337109676,0.383945033,0.376195153,0.351382182,0.391901475,0.452363437,0.435941429
01/06/1997,0.307378074,0.484498349,0.486858667,0.510455936,0.463415009,0.526149104,0.507915724,0.509127391,0.435177445,0.448557682,0.498052805,0.533833806,0.539135517,0.515629413,0.514816056,0.462891095,0.580146843
01/07/1997,0.606921456,0.868910369,0.862883007,0.926533046,0.84864111,1.076591528,1.134250423,1.135590199,0.809696475,0.755466317,1.129330512,1.337219232,1.409210931,1.270464675,1.169004308,0.911639545,1.712926057
01/08/1997,0.445286066,0.751150335,0.71459103,0.828110237,0.660845701,0.940546274,1.109591138,1.11126854,0.855128965,0.772385765,1.096461398,1.194252955,1.184266273,1.139950755,1.00716631,0.703925051,1.285160156
01/09/1997,0.574983321,0.561030895,0.53232253,0.588278229,0.565344232,0.669853976,0.644621435,0.645928134,0.535190806,0.523913085,0.634083227,0.701339154,0.710948313,0.670799457,0.647951028,0.682019093,0.81010948
01/10/1997,0.814864949,0.977250422,0.957767465,1.007858314,0.90557052,1.025716725,1.103350187,1.104901982,1.015658295,0.985797173,1.070858717,1.093506541,1.035031303,1.061475063,1.02900592,0.796957816,1.073076886
01/11/1997,0.58928505,1.05165503,0.995154569,1.034987851,0.913083989,1.078707055,1.251757512,1.253518582,1.167066369,1.040104929,1.152920603,1.147713164,1.070987983,1.10798625,1.023263129,0.832445973,1.082115516
01/12/1997,1.007582538,1.098705598,1.056746115,1.163925759,1.023364715,1.281699484,1.508642124,1.510606608,1.255260323,1.166038605,1.436103284,1.514502256,1.523918663,1.468665081,1.365232628,0.919751686,1.631864087
01/13/1997,1.691131103,1.962950785,1.942785449,2.133124365,1.966359338,2.259966982,2.373464872,2.376089492,2.066647738,1.980711483,2.371221804,2.585458684,2.56857845,2.431337726,2.269099217,1.888313317,2.739105679
01/14/1997,2.142155345,2.447476359,2.379725676,2.575058585,2.402002757,2.769507116,2.931625834,2.93424635,2.528271055,2.470511328,2.941456699,3.134398953,3.132217236,3.028578507,2.805708783,2.432431483,3.307037028
01/15/1997,2.965437352,2.894016416,2.927742365,2.918350421,2.946591206,3.02145408,2.700916295,2.703711272,2.362332628,2.520218122,2.736526424,3.060557107,3.146978967,2.960595289,2.979323448,2.989686876,3.395334036
01/16/1997,3.152620032,3.066891126,3.129716401,3.113670223,3.19209185,3.300737379,2.749564608,2.7525062,2.420665972,2.608498852,2.789988782,3.203438683,3.328641854,3.086202259,3.182245856,3.390921339,3.664160421
01/17/1997,1.378424644,1.256265587,1.34778852,1.369983896,1.426272626,1.578132517,1.301303753,1.30283584,0.883930914,1.03657517,1.415403287,1.982124415,2.120744324,1.819265565,1.752531108,1.397952879,2.511451549
01/18/1997,0.634311485,0.742386154,0.801536464,0.823472076,0.78279369,0.98396857,1.194183185,1.195603201,0.815816199,0.928622393,1.279923342,1.602150089,1.736163608,1.542294472,1.528940691,0.8193708,2.027143043
01/19/1997,2.764209173,2.857319534,3.119003531,3.110698556,3.183528639,3.146125936,2.59571061,2.599380222,2.281245679,2.602454119,2.657722488,3.265961064,3.493284686,3.174212569,3.339753465,3.536528186,3.882591677
01/20/1997,0.604931036,0.850236231,0.899323312,0.888426505,0.876355247,1.077183352,1.184312098,1.186155546,0.86467947,0.8614548,1.235644703,1.553310324,1.676065446,1.382342347,1.236184262,0.993493739,1.838557649
01/21/1997,0.460878224,0.895571745,0.874784251,0.979847391,0.839432111,1.117139207,1.195482272,1.196843726,0.93317126,0.83033865,1.174359173,1.27935018,1.258912397,1.188107967,1.046147245,0.841023342,1.380152824
01/22/1997,0.290741041,0.581624393,0.550910298,0.63046135,0.535330813,0.684428436,0.664312916,0.66494019,0.561271854,0.4820412,0.629409116,0.627261166,0.572842308,0.575611983,0.489347734,0.475287977,0.601794975
01/23/1997,0.851046757,1.370324164,1.366521207,1.488423567,1.31130643,1.579330747,1.676639469,1.678306756,1.54000721,1.475910802,1.657099276,1.750188986,1.734679655,1.669576102,1.602895295,1.356903759,1.919134387
01/24/1997,0.46385379,0.909442347,0.888630691,0.993532434,0.862105976,1.105989127,1.272828795,1.274100603,1.056108448,0.979304585,1.233128029,1.271962047,1.257033265,1.226758986,1.134176321,0.824772566,1.346516227
01/25/1997,0.839142343,1.277600823,1.256601993,1.352369518,1.218725405,1.492813302,1.564511052,1.565795434,1.308191681,1.223497315,1.547627422,1.668379873,1.707130691,1.604356802,1.504876801,1.252463335,1.939454726
01/26/1997,0.527506462,0.80966247,0.789052944,0.839537154,0.744953745,0.895097124,0.91051332,0.911032815,0.737154922,0.715903015,0.869233219,0.940884592,0.942528434,0.885423094,0.855144316,0.709981792,1.066112786
01/27/1997,0.919977601,1.012815126,1.021847853,1.046377071,1.056322539,1.213730881,1.139082122,1.14019961,0.972399054,0.959469812,1.160753438,1.387454916,1.438233035,1.310243088,1.246412795,1.027810286,1.591173433
01/28/1997,1.684101543,1.526249184,1.609052648,1.583953423,1.583099744,1.733707488,1.443623591,1.444546177,1.086765726,1.300669394,1.562288049,2.062483762,2.220501947,1.92762669,1.901063652,1.699021859,2.757190821
01/29/1997,1.192620936,1.558100594,1.550740862,1.750837984,1.5241882,1.70326335,1.742128833,1.74337405,1.711113641,1.748520112,1.734210254,1.792993445,1.713346773,1.737726862,1.752665848,1.427504879,1.737608543
01/30/1997,1.702860829,1.907992599,1.947835239,2.088984851,1.936695259,2.080803202,2.065551324,2.067519353,1.890660374,1.975837083,2.081363864,2.238493578,2.239344056,2.150228988,2.145719674,1.811341249,2.371870998
01/31/1997,0.588913259,0.810819591,0.763912619,0.846881416,0.766450246,0.904867869,0.871126961,0.871444062,0.808344455,0.72436431,0.83774306,0.927943837,0.828096299,0.791025617,0.726512137,0.707789288,0.903593386
02/01/1997,0.820287278,1.239600716,1.16646838,1.322279155,1.13027778,1.366638379,1.410978339,1.412057708,1.370688209,1.22332764,1.342434794,1.339807257,1.26159505,1.289671782,1.199512969,1.092913134,1.269317063
02/02/1997,0.756616625,1.295444721,1.245633369,1.394767142,1.180748153,1.490205717,1.529080077,1.53010222,1.371795966,1.259590955,1.472345499,1.537947863,1.510414231,1.492799177,1.408336757,1.116074441,1.610898107
02/03/1997,1.220749455,1.628522331,1.669848935,1.752130593,1.609920361,1.779520714,1.725748467,1.727092956,1.616407631,1.677064333,1.735711343,1.956440768,1.995917182,1.815724925,1.806319985,1.643758408,2.167990515
02/04/1997,1.296082832,1.596828793,1.621899308,1.653286845,1.647576766,1.986982555,2.157375257,2.159322231,1.718521332,1.693962278,2.119278266,2.407272694,2.505392405,2.331534616,2.257895246,1.949372429,2.758245265
02/05/1997,1.555803434,2.061933023,2.05938413,2.123327216,2.01733627,2.189939015,2.331064199,2.3333218,2.255577137,2.293484586,2.337753051,2.58871572,2.601027181,2.44940634,2.426059198,2.098936673,2.704683015
02/06/1997,2.234735118,2.487163057,2.534818053,2.591860753,2.509295148,2.665203947,2.653366585,2.656102052,2.436550749,2.587322457,2.66839294,2.916470158,2.984443797,2.852061432,2.895022209,2.772717091,3.153783296
02/07/1997,1.807232377,1.608122982,1.608705871,1.651975477,1.664259743,1.881915503,1.800208131,1.801378027,1.589324766,1.665031634,1.845677624,2.115364907,2.211172352,2.087506677,2.129087394,1.877197462,2.432539617
02/08/1997,0.634163011,0.800190064,0.782551249,0.832903216,0.786359445,1.018184238,1.20168466,1.202005641,0.99178803,0.972069039,1.207383349,1.441162617,1.510122387,1.350670139,1.289361016,0.809828265,1.735286896
02/09/1997,0.923389064,1.204371116,1.214587016,1.235536781,1.189390848,1.411013781,1.781444757,1.78252769,1.446240845,1.420439304,1.747286234,2.04486957,2.145570327,1.981085895,1.869242059,1.284238084,2.379712676
02/10/1997,1.443191287,1.872837881,1.890346232,1.93975849,1.838576163,2.076776552,2.378241853,2.37943286,2.164669012,2.203504057,2.374938414,2.755054569,2.764322733,2.541274271,2.498982418,1.945184475,2.947448794
02/11/1997,2.072257217,2.273178031,2.309536673,2.264549617,2.262600497,2.212092185,2.145173512,2.146778167,2.133262643,2.216818564,2.095951414,2.214949223,2.223449446,2.190745727,2.322147018,2.310656295,2.335287002
02/12/1997,1.006639057,1.364624206,1.309175653,1.421692104,1.283767811,1.514124736,1.623648101,1.624155147,1.456223642,1.350033011,1.577258272,1.73314742,1.752155884,1.608994581,1.519475444,1.288900652,2.041151182
02/13/1997,0.858906273,1.318677346,1.33824202,1.381301831,1.258696468,1.428240892,1.622237466,1.623041788,1.460410747,1.465918726,1.59425909,1.677034957,1.658319837,1.622407174,1.590995992,1.23217567,1.742713136
02/14/1997,1.074193388,1.402146412,1.394374115,1.465301825,1.360430081,1.599299169,1.615630696,1.616072264,1.39235933,1.295342299,1.598862855,1.83317761,1.874087007,1.703854903,1.602647144,1.360341257,2.12403634
02/15/1997,1.31587691,2.039732202,1.924222047,2.064986267,1.802538531,1.950375811,1.952756649,1.95352536,2.095394386,1.976623398,1.885103698,1.80940165,1.669818179,1.750669426,1.68874999,1.595788421,1.576845193
02/16/1997,2.73348009,2.630041115,2.60776664,2.620938312,2.62177686,2.637721436,2.23049762,2.231915315,2.191608436,2.283331869,2.144769346,2.240464359,2.268616779,2.256378206,2.393747498,2.882381491,2.379322723
02/17/1997,3.748753432,3.582712319,3.603742117,3.761450337,3.801930393,4.080599902,3.379625389,3.381598879,3.11346476,3.212540922,3.453370146,3.673354019,3.759243165,3.668820937,3.677574385,4.315108799,4.084489996
02/18/1997,0.995056441,1.601167962,1.560230476,1.684891344,1.489692035,1.785622261,1.945218256,1.94584598,1.776382138,1.66230372,1.890861391,1.978690272,1.943075316,1.896035986,1.800716082,1.438773535,2.030933306
02/19/1997,0.924147872,1.316066261,1.274087062,1.381433596,1.24942141,1.453542105,1.506121675,1.506016251,1.428645228,1.342363219,1.47568048,1.499785773,1.454203362,1.443171843,1.378527509,1.172016192,1.533232363
02/20/1997,0.899711983,1.524253169,1.493198729,1.598813667,1.420208207,1.716480852,1.931441278,1.931938078,1.773476473,1.665200925,1.910428577,1.932158797,1.908805894,1.89785383,1.769169085,1.346302764,2.052922538
02/21/1997,1.160507292,1.576425066,1.560459801,1.636990759,1.504549629,1.736717816,1.87433755,1.874723122,1.77206063,1.696402552,1.846726786,1.868474137,1.849583881,1.849961599,1.789723254,1.525662802,1.912186375
02/22/1997,1.704573804,2.068201944,2.097010347,2.137196348,2.062706773,2.164949895,2.156250558,2.157008982,2.026441638,2.085704268,2.146952551,2.233254648,2.252715962,2.209097965,2.222265107,2.078718913,2.353776293
02/23/1997,1.922007268,2.446293091,2.442778661,2.504603929,2.370723436,2.635004263,2.766527357,2.768349466,2.552739127,2.492409887,2.731322418,2.844762529,2.889980044,2.809414198,2.726947736,2.441754478,3.022038698
02/24/1997,3.866444771,4.62498913,4.65293464,4.690390184,4.646921397,4.960508753,4.968689983,4.973269916,4.462646899,4.459764422,4.934499229,5.217989888,5.337402535,5.209595985,5.131071525,4.938008473,5.660900634
02/25/1997,4.40843088,5.025942949,5.007989039,5.052473684,5.037459858,4.947164626,4.308221682,4.311731421,4.300038982,4.421114593,4.258819152,4.276445687,4.235610941,4.267904846,4.422366865,4.995602542,4.284342073
02/26/1997,2.067980872,2.103238054,2.098253848,2.226115525,2.15388551,2.330196018,1.805104569,1.804821065,1.837125701,1.841869197,1.801434363,1.766833463,1.725736114,1.774676506,1.783593249,2.294888193,1.829022535
02/27/1997,0.95280127,1.843103885,1.664701079,1.909749176,1.612298154,2.069781125,2.425700949,2.426029099,2.189545668,1.988704871,2.318335673,2.334146419,2.198688337,2.254131175,2.025260726,1.530536797,2.313875381
02/28/1997,1.380664587,2.113812828,2.068964215,2.127839849,1.934008112,2.274406207,2.576852736,2.577300098,2.396150056,2.20537084,2.564734329,2.579936306,2.526295104,2.566342008,2.369391515,1.801376271,2.587218248
03/01/1997,1.576346434,2.125094608,2.131905557,2.224346428,2.040688815,2.205022094,2.036279784,2.036153745,2.067831925,2.093125457,2.02681374,1.988156217,1.999634603,2.00548882,2.050460271,1.979308383,2.006894921
03/02/1997,1.092572521,1.403514354,1.394742739,1.457150614,1.347271714,1.55003278,1.444604892,1.443415353,1.386813911,1.316326892,1.43833002,1.476145995,1.510216216,1.455405639,1.405454749,1.382152577,1.552341123
03/03/1997,0.988746028,1.375693231,1.412593966,1.436200314,1.345393645,1.566993409,1.517117076,1.516104235,1.397637716,1.349739019,1.552767745,1.636131314,1.694806497,1.586295253,1.526633597,1.50914968,1.69412579
03/04/1997,1.08273265,1.693651678,1.734223529,1.803733088,1.635683922,2.062916795,1.954564604,1.954253124,1.734131837,1.645090023,2.045248274,2.251472698,2.363659517,2.153328834,2.053945591,2.010122319,2.342286124
03/05/1997,1.194863842,1.860626433,1.832491335,1.973323528,1.707495133,2.082654984,2.064757628,2.064429011,2.012368615,1.929125731,2.045994477,2.268915498,2.339569672,2.139615398,2.004914048,1.784824743,2.518832199
03/06/1997,0.979309102,1.342915197,1.321612885,1.396291159,1.273230734,1.511890211,1.39156496,1.389876957,1.304614089,1.237606854,1.402298799,1.453720059,1.534231966,1.430234962,1.391204132,1.353417435,1.682255904
03/07/1997,0.798386054,1.389260874,1.342264629,1.563288718,1.269607817,1.825887242,1.532846023,1.531730184,1.389834559,1.23802436,1.572213282,1.688572802,1.675146212,1.521610916,1.399129904,1.419226893,1.853796107
03/08/1997,1.543890313,2.071147634,2.117302988,2.21325337,2.039853365,2.191577514,2.115574506,2.114927598,2.100417089,2.167264774,2.099742173,2.066274967,2.084822914,2.116872548,2.203473117,2.059711027,2.122357526
03/09/1997,2.09226248,2.61383214,2.619348308,2.742325852,2.550116162,2.754136505,2.520931071,2.520716949,2.563222672,2.559594672,2.527562513,2.724948942,2.850477962,2.661650249,2.580115953,2.560910545,2.98648512
03/10/1997,1.124026543,1.747692916,1.667906434,1.858255287,1.601541046,1.956040246,1.872584848,1.871341173,1.879134917,1.721157871,1.85699539,1.766481343,1.728274664,1.74139295,1.627313196,1.539744721,1.684642939
03/11/1997,0.959866452,1.231424191,1.221606155,1.274733139,1.200338064,1.386591165,1.23353361,1.231353536,1.191156189,1.170346973,1.235061716,1.315556219,1.334962629,1.256798531,1.24611873,1.239796474,1.400459278
03/12/1997,1.324451164,1.907113222,1.845031625,1.985675198,1.790753863,2.070773849,2.102044465,2.100999597,2.064865119,1.952263227,2.107829256,2.114845393,2.126063017,2.074561778,2.003027874,1.802053624,2.138675871
03/13/1997,1.42117556,2.3569926,2.354688979,2.366855404,2.149137371,2.515706748,2.556768848,2.556429752,2.429154732,2.294817289,2.668586068,2.801694095,2.894548822,2.684617178,2.565278936,2.344666521,2.86237858
03/14/1997,1.727104555,2.540946191,2.60208327,2.731602686,2.427770325,2.761903225,2.656747015,2.656331259,2.638166375,2.650553726,2.665990787,2.780732334,2.808406662,2.690086496,2.710771515,2.449140017,2.939323817
03/15/1997,2.442027749,2.936277845,2.973006176,2.985227797,2.895252681,3.083555206,3.063041543,3.063017091,2.882693546,2.944788915,3.069373737,3.160416269,3.257287103,3.177303411,3.236723474,2.982880188,3.424547191
03/16/1997,1.208942567,1.978536403,1.857811751,2.096630609,1.758209814,2.248907822,2.156506897,2.155170531,2.095187009,1.907896309,2.151414845,2.058397785,2.005384484,2.010416894,1.876985039,1.723870947,1.986563155
03/17/1997,1.268320235,2.078736654,2.058166762,2.110361991,1.910438539,2.190581292,1.923812146,1.922421811,1.839725186,1.765801968,1.917058445,2.119793069,2.149777504,1.962134603,1.905131939,1.859269812,2.343541678
03/18/1997,2.168814696,2.905027745,2.978783206,3.027987518,2.874622336,3.275032855,3.422444549,3.422675464,2.984614264,2.951371547,3.418147577,3.698460175,3.821517745,3.610560024,3.411864697,3.180319742,3.990661829
03/19/1997,2.052758702,2.790448167,2.757263352,2.906361758,2.676796982,3.01948451,3.040253896,3.039492573,2.971786628,2.787073691,3.02677813,3.14379241,3.116299826,2.999389406,2.855200726,2.591093564,3.133234188
